date,product_code,product,variant,sold_quantity,quater,gross_price,gross_price_total
2020-09-01,A5820110102,"AQ BZ Allin1","Standard 2",28,Q1,697.5541,19531.5148
2020-09-01,A5820110103,"AQ BZ Allin1","Standard 3",10,Q1,735.1465,7351.4650
2020-09-01,A5820110104,"AQ BZ Allin1","Plus 1",22,Q1,690.4971,15190.9362
2020-09-01,A5820110105,"AQ BZ Allin1","Plus 2",19,Q1,709.3926,13478.4594
2020-09-01,A5820110106,"AQ BZ Allin1","Plus 3",14,Q1,692.5242,9695.3388
2020-09-01,A5820110107,"AQ BZ Allin1","Premium 1",11,Q1,737.6775,8114.4525
2020-09-01,A5821110108,"AQ BZ Allin1","Premium 2",18,Q1,746.7388,13441.2984
2020-09-01,A6018110101,"AQ Home Allin1","Standard 1",1,Q1,800.4577,800.4577
2020-09-01,A6018110102,"AQ Home Allin1","Standard 2",5,Q1,764.0542,3820.2710
2020-09-01,A6018110103,"AQ Home Allin1","Standard 3",6,Q1,770.9789,4625.8734
2020-09-01,A6018110104,"AQ Home Allin1","Plus 1",5,Q1,749.0987,3745.4935
2020-09-01,A6018110105,"AQ Home Allin1","Plus 2",2,Q1,766.6472,1533.2944
2020-09-01,A6018110106,"AQ Home Allin1","Plus 3",6,Q1,787.5874,4725.5244
2020-09-01,A6019110107,"AQ Home Allin1","Premium 1",4,Q1,785.9918,3143.9672
2020-09-01,A6019110108,"AQ Home Allin1","Premium 2",5,Q1,796.6606,3983.3030
2020-09-01,A6119110201,"AQ HOME Allin1 Gen 2","Standard 1",2,Q1,824.0889,1648.1778
2020-09-01,A6119110202,"AQ HOME Allin1 Gen 2","Standard 2",3,Q1,790.1040,2370.3120
2020-09-01,A6119110203,"AQ HOME Allin1 Gen 2","Standard 3",4,Q1,769.5635,3078.2540
2020-09-01,A6119110204,"AQ HOME Allin1 Gen 2","Plus 1",2,Q1,807.2638,1614.5276
2020-09-01,A6120110205,"AQ HOME Allin1 Gen 2","Plus 2",2,Q1,834.9812,1669.9624
2020-09-01,A6120110206,"AQ HOME Allin1 Gen 2","Plus 3",4,Q1,810.6034,3242.4136
2020-09-01,A6218160101,"AQ Digit SSD",Standard,139,Q1,13.5941,1889.5799
2020-09-01,A6218160102,"AQ Digit SSD",Plus,476,Q1,15.2481,7258.0956
2020-09-01,A6219160103,"AQ Digit SSD",Premium,310,Q1,16.3003,5053.0930
2020-09-01,A6319160201,"AQ Neuer SSD",Standard,316,Q1,17.3590,5485.4440
2020-09-01,A6319160202,"AQ Neuer SSD",Plus,730,Q1,18.5733,13558.5090
2020-09-01,A6319160203,"AQ Neuer SSD",Premium,911,Q1,19.3433,17621.7463
2020-09-01,A6419160301,"AQ Clx1",Standard,799,Q1,17.8043,14225.6357
2020-09-01,A6419160302,"AQ Clx1",Plus,204,Q1,19.6723,4013.1492
2020-09-01,A6419160303,"AQ Clx1",Premium,1028,Q1,19.3342,19875.5576
2020-09-01,A6519160401,"AQ Clx2",Standard,705,Q1,20.2889,14303.6745
2020-09-01,A6520160402,"AQ Clx2",Plus,582,Q1,20.1650,11736.0300
2020-09-01,A6520160403,"AQ Clx2",Premium,984,Q1,21.2830,20942.4720
2020-09-01,A6620160501,"AQ Clx3",Standard,732,Q1,22.8530,16728.3960
2020-09-01,A6720160103,"AQ Pen Drive 2 IN 1",Premium,194,Q1,4.4411,861.5734
2020-09-01,A6818160201,"AQ Pen Drive DRC",Standard,1697,Q1,2.9990,5089.3030
2020-09-01,A6818160202,"AQ Pen Drive DRC",Plus,855,Q1,3.8531,3294.4005
2020-09-01,A6819160203,"AQ Pen Drive DRC",Premium,1556,Q1,5.0984,7933.1104
2020-09-01,A7118160101,"AQ Wi Power Dx1",Standard,528,Q1,29.6712,15666.3936
2020-09-01,A7119160102,"AQ Wi Power Dx1",Plus,619,Q1,29.9264,18524.4416
2020-09-01,A7119160103,"AQ Wi Power Dx1",Premium,480,Q1,28.7736,13811.3280
2020-09-01,A7219160201,"AQ Wi Power Dx2",Standard,616,Q1,32.9575,20301.8200
2020-09-01,A7220160202,"AQ Wi Power Dx2",Plus,96,Q1,35.2053,3379.7088
2020-09-01,A7220160203,"AQ Wi Power Dx2",Premium,350,Q1,37.4784,13117.4400
2020-09-01,A7321160301,"AQ Wi Power Dx3",Standard,272,Q1,40.7954,11096.3488
2020-09-01,A7321160302,"AQ Wi Power Dx3",Plus,507,Q1,43.9446,22279.9122
2020-09-01,A7321160303,"AQ Wi Power Dx3",Premium,190,Q1,42.8483,8141.1770
2020-10-01,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,95,Q1,19.0573,1810.4435
2020-10-01,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,237,Q1,21.4565,5085.1905
2020-10-01,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,102,Q1,21.7795,2221.5090
2020-10-01,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",276,Q1,22.9729,6340.5204
2020-10-01,A0219150201,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Standard,164,Q1,23.6987,3886.5868
2020-10-01,A0219150202,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Plus,97,Q1,24.7312,2398.9264
2020-10-01,A0220150203,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Premium,306,Q1,23.6154,7226.3124
2020-10-01,A0320150301,"AQ Zion Saga",Standard,205,Q1,23.7223,4863.0715
2020-10-01,A0321150302,"AQ Zion Saga",Plus,135,Q1,27.1027,3658.8645
2020-10-01,A0321150303,"AQ Zion Saga",Premium,249,Q1,28.0059,6973.4691
2020-10-01,A0418150103,"AQ Mforce Gen X","Standard 3",220,Q1,19.5235,4295.1700
2020-10-01,A0418150104,"AQ Mforce Gen X","Plus 1",226,Q1,19.9239,4502.8014
2020-10-01,A0418150105,"AQ Mforce Gen X","Plus 2",248,Q1,20.0766,4978.9968
2020-10-01,A0418150106,"AQ Mforce Gen X","Plus 3",75,Q1,19.9365,1495.2375
2020-10-01,A0519150201,"AQ Mforce Gen Y","Standard 1",82,Q1,22.3984,1836.6688
2020-10-01,A0519150202,"AQ Mforce Gen Y","Standard 2",49,Q1,24.9298,1221.5602
2020-10-01,A0519150203,"AQ Mforce Gen Y","Standard 3",193,Q1,26.5871,5131.3103
2020-10-01,A0519150204,"AQ Mforce Gen Y","Plus 1",193,Q1,26.1081,5038.8633
2020-10-01,A0519150205,"AQ Mforce Gen Y","Plus 2",216,Q1,29.7008,6415.3728
2020-10-01,A0519150206,"AQ Mforce Gen Y","Plus 3",136,Q1,31.2439,4249.1704
2020-10-01,A0519150207,"AQ Mforce Gen Y","Premium 1",123,Q1,32.4427,3990.4521
2020-10-01,A0519150208,"AQ Mforce Gen Y","Premium 2",219,Q1,30.5816,6697.3704
2020-10-01,A0619150301,"AQ Mforce Gen Z","Standard 1",45,Q1,30.4696,1371.1320
2020-10-01,A0619150302,"AQ Mforce Gen Z","Standard 2",29,Q1,34.0973,988.8217
2020-10-01,A0620150303,"AQ Mforce Gen Z","Standard 3",93,Q1,34.2412,3184.4316
2020-10-01,A0620150304,"AQ Mforce Gen Z","Plus 1",242,Q1,37.5826,9094.9892
2020-10-01,A0620150305,"AQ Mforce Gen Z","Plus 2",231,Q1,36.5679,8447.1849
2020-10-01,A0620150306,"AQ Mforce Gen Z","Plus 3",231,Q1,37.5278,8668.9218
2020-10-01,A0621150307,"AQ Mforce Gen Z","Premium 1",47,Q1,36.2434,1703.4398
2020-10-01,A0621150308,"AQ Mforce Gen Z","Premium 2",235,Q1,39.3990,9258.7650
2020-10-01,A0721150401,"AQ GT 21",Standard,218,Q1,39.3377,8575.6186
2020-10-01,A0721150402,"AQ GT 21","Plus 1",43,Q1,39.1465,1683.2995
2020-10-01,A0721150403,"AQ GT 21","Plus 2",184,Q1,39.2990,7231.0160
2020-10-01,A0721150404,"AQ GT 21",Premium,64,Q1,39.1215,2503.7760
2020-10-01,A0821150501,"AQ Marquee P3",Standard,174,Q1,40.5013,7047.2262
2020-10-01,A0821150502,"AQ Marquee P3","Plus 1",237,Q1,43.2966,10261.2942
2020-10-01,A0821150503,"AQ Marquee P3","Plus 2",237,Q1,42.3841,10045.0317
2020-10-01,A0821150504,"AQ Marquee P3",Premium,249,Q1,44.7044,11131.3956
2020-10-01,A0921150601,"AQ Marquee P4",Standard,217,Q1,45.0813,9782.6421
2020-10-01,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Standard,132,Q1,111.1036,14665.6752
2020-10-01,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Plus,226,Q1,123.4797,27906.4122
2020-10-01,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,196,Q1,123.9315,24290.5740
2020-10-01,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,138,Q1,124.2640,17148.4320
2020-10-01,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,108,Q1,129.5836,13995.0288
2020-10-01,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,220,Q1,139.8962,30777.1640
2020-10-01,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,97,Q1,135.6822,13161.1734
2020-10-01,A1219150302,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Plus,258,Q1,145.1474,37448.0292
2020-10-01,A1219150303,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Premium,83,Q1,142.9402,11864.0366
2020-10-01,A1319150401,"AQ Electron 5 3600 Desktop Processor",Standard,132,Q1,149.1034,19681.6488
2020-10-01,A1320150402,"AQ Electron 5 3600 Desktop Processor",Plus,55,Q1,150.2450,8263.4750
2020-10-01,A1320150403,"AQ Electron 5 3600 Desktop Processor",Premium,136,Q1,160.6912,21854.0032
2020-10-01,A1420150501,"AQ Electron 4 3600 Desktop Processor",Standard,97,Q1,160.5082,15569.2954
2020-10-01,A1420150502,"AQ Electron 4 3600 Desktop Processor",Plus,41,Q1,169.4999,6949.4959
2020-10-01,A1421150503,"AQ Electron 4 3600 Desktop Processor",Premium,136,Q1,176.4389,23995.6904
2020-10-01,A1521150601,"AQ Electron 3 3600 Desktop Processor",Standard,99,Q1,186.2917,18442.8783
2020-10-01,A1521150602,"AQ Electron 3 3600 Desktop Processor",Plus,251,Q1,185.4599,46550.4349
2020-10-01,A1618150101,"AQ MB Elite",Standard,104,Q1,19.6485,2043.4440
2020-10-01,A1618150102,"AQ MB Elite","Plus 1",146,Q1,20.4629,2987.5834
2020-10-01,A1618150103,"AQ MB Elite","Plus 2",137,Q1,21.2017,2904.6329
2020-10-01,A1618150104,"AQ MB Elite",Premium,94,Q1,21.4489,2016.1966
2020-10-01,A1718150201,"AQ MB Crossx",Standard,158,Q1,21.8879,3458.2882
2020-10-01,A1718150202,"AQ MB Crossx","Plus 1",25,Q1,22.8957,572.3925
2020-10-01,A1718150203,"AQ MB Crossx","Plus 2",76,Q1,27.3445,2078.1820
2020-10-01,A1718150204,"AQ MB Crossx",Premium,66,Q1,28.3991,1874.3406
2020-10-01,A1819150301,"AQ MB Crossx 2",Standard,46,Q1,28.8615,1327.6290
2020-10-01,A1819150302,"AQ MB Crossx 2","Plus 1",127,Q1,31.9525,4057.9675
2020-10-01,A1819150303,"AQ MB Crossx 2","Plus 2",153,Q1,32.1924,4925.4372
2020-10-01,A1819150304,"AQ MB Crossx 2",Premium,167,Q1,32.2612,5387.6204
2020-10-01,A1919150401,"AQ MB Lito",Standard,108,Q1,33.7609,3646.1772
2020-10-01,A1919150402,"AQ MB Lito","Plus 1",88,Q1,35.0256,3082.2528
2020-10-01,A1919150403,"AQ MB Lito","Plus 2",79,Q1,35.8350,2830.9650
2020-10-01,A1920150404,"AQ MB Lito",Premium,117,Q1,38.9780,4560.4260
2020-10-01,A2020150501,"AQ MB Lito 2",Standard,26,Q1,41.3696,1075.6096
2020-10-01,A2020150502,"AQ MB Lito 2","Plus 1",168,Q1,39.3932,6618.0576
2020-10-01,A2021150503,"AQ MB Lito 2","Plus 2",179,Q1,45.4377,8133.3483
2020-10-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",1036,Q1,2.9434,3049.3624
2020-10-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",1111,Q1,3.9998,4443.7778
2020-10-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",352,Q1,4.5295,1594.3840
2020-10-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",979,Q1,5.0459,4939.9361
2020-10-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",600,Q1,4.6904,2814.2400
2020-10-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",860,Q1,5.2542,4518.6120
2020-10-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",368,Q1,5.4383,2001.2944
2020-10-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",584,Q1,6.4054,3740.7536
2020-10-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",817,Q1,6.7301,5498.4917
2020-10-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",979,Q1,7.3526,7198.1954
2020-10-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",992,Q1,7.9813,7917.4496
2020-10-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",308,Q1,8.3193,2562.3444
2020-10-01,A2319150301,"AQ Gamers Ms","Standard 1",297,Q1,8.8044,2614.9068
2020-10-01,A2319150302,"AQ Gamers Ms","Standard 2",1333,Q1,8.9901,11983.8033
2020-10-01,A2319150303,"AQ Gamers Ms","Plus 1",906,Q1,9.3977,8514.3162
2020-10-01,A2319150304,"AQ Gamers Ms","Plus 2",1179,Q1,10.4573,12329.1567
2020-10-01,A2319150305,"AQ Gamers Ms","Premium 1",571,Q1,10.4370,5959.5270
2020-10-01,A2319150306,"AQ Gamers Ms","Premium 2",787,Q1,10.8659,8551.4633
2020-10-01,A2419150401,"AQ Lite Ms","Standard 1",397,Q1,11.4829,4558.7113
2020-10-01,A2419150402,"AQ Lite Ms","Standard 2",273,Q1,11.2819,3079.9587
2020-10-01,A2419150403,"AQ Lite Ms","Plus 1",784,Q1,10.8925,8539.7200
2020-10-01,A2419150404,"AQ Lite Ms","Plus 2",324,Q1,11.6332,3769.1568
2020-10-01,A2419150405,"AQ Lite Ms","Premium 1",708,Q1,12.7423,9021.5484
2020-10-01,A2420150406,"AQ Lite Ms","Premium 2",465,Q1,12.2979,5718.5235
2020-10-01,A2520150501,"AQ Maxima Ms","Standard 1",511,Q1,12.0689,6167.2079
2020-10-01,A2520150502,"AQ Maxima Ms","Standard 2",779,Q1,14.5267,11316.2993
2020-10-01,A2520150503,"AQ Maxima Ms","Plus 1",833,Q1,14.1682,11802.1106
2020-10-01,A2520150504,"AQ Maxima Ms","Plus 2",1133,Q1,14.2800,16179.2400
2020-10-01,A2520150505,"AQ Maxima Ms","Premium 1",727,Q1,15.1762,11033.0974
2020-10-01,A2520150506,"AQ Maxima Ms","Premium 2",776,Q1,14.5677,11304.5352
2020-10-01,A2620150601,"AQ Qwerty Ms","Standard 1",160,Q1,14.9013,2384.2080
2020-10-01,A2620150602,"AQ Qwerty Ms","Standard 2",1176,Q1,15.8102,18592.7952
2020-10-01,A2620150603,"AQ Qwerty Ms","Plus 1",138,Q1,15.9792,2205.1296
2020-10-01,A2620150604,"AQ Qwerty Ms","Plus 2",884,Q1,16.5491,14629.4044
2020-10-01,A2620150605,"AQ Qwerty Ms","Premium 1",1136,Q1,16.5882,18844.1952
2020-10-01,A2620150606,"AQ Qwerty Ms","Premium 2",1071,Q1,16.7850,17976.7350
2020-10-01,A2720150701,"AQ Trigger Ms","Standard 1",1236,Q1,17.0917,21125.3412
2020-10-01,A2721150702,"AQ Trigger Ms","Standard 2",276,Q1,17.2368,4757.3568
2020-10-01,A2721150703,"AQ Trigger Ms","Plus 1",1090,Q1,16.9353,18459.4770
2020-10-01,A2721150704,"AQ Trigger Ms","Plus 2",560,Q1,19.5860,10968.1600
2020-10-01,A2721150705,"AQ Trigger Ms","Premium 1",654,Q1,19.4042,12690.3468
2020-10-01,A2721150706,"AQ Trigger Ms","Premium 2",241,Q1,20.0537,4832.9417
2020-10-01,A2821150801,"AQ Lumina Ms","Standard 1",438,Q1,21.7118,9509.7684
2020-10-01,A2918150101,"AQ Master wired x1","Standard 1",757,Q1,6.8991,5222.6187
2020-10-01,A2918150102,"AQ Master wired x1","Standard 2",849,Q1,7.5979,6450.6171
2020-10-01,A2918150103,"AQ Master wired x1","Plus 1",247,Q1,7.7693,1919.0171
2020-10-01,A2918150104,"AQ Master wired x1","Plus 2",622,Q1,8.9514,5567.7708
2020-10-01,A2918150105,"AQ Master wired x1","Premium 1",664,Q1,9.4650,6284.7600
2020-10-01,A2918150106,"AQ Master wired x1","Premium 2",680,Q1,10.4188,7084.7840
2020-10-01,A3018150201,"AQ Master wireless x1","Standard 1",650,Q1,10.7955,7017.0750
2020-10-01,A3018150202,"AQ Master wireless x1","Standard 2",627,Q1,11.0524,6929.8548
2020-10-01,A3018150203,"AQ Master wireless x1","Plus 1",856,Q1,12.3739,10592.0584
2020-10-01,A3019150204,"AQ Master wireless x1","Plus 2",888,Q1,11.6011,10301.7768
2020-10-01,A3019150205,"AQ Master wireless x1","Premium 1",696,Q1,12.0509,8387.4264
2020-10-01,A3019150206,"AQ Master wireless x1","Premium 2",288,Q1,13.0018,3744.5184
2020-10-01,A3119150301,"AQ Gamers ","Standard 1",1085,Q1,13.5061,14654.1185
2020-10-01,A3119150302,"AQ Gamers ","Standard 2",796,Q1,15.3071,12184.4516
2020-10-01,A3119150303,"AQ Gamers ","Plus 1",698,Q1,16.2407,11336.0086
2020-10-01,A3120150304,"AQ Gamers ","Plus 2",583,Q1,16.3792,9549.0736
2020-10-01,A3120150305,"AQ Gamers ","Premium 1",888,Q1,16.3218,14493.7584
2020-10-01,A3120150306,"AQ Gamers ","Premium 2",746,Q1,19.3003,14398.0238
2020-10-01,A3220150401,"AQ Lite","Standard 1",851,Q1,18.4943,15738.6493
2020-10-01,A3220150402,"AQ Lite","Standard 2",947,Q1,18.7947,17798.5809
2020-10-01,A3220150403,"AQ Lite","Plus 1",654,Q1,18.5844,12154.1976
2020-10-01,A3220150404,"AQ Lite","Plus 2",554,Q1,18.4219,10205.7326
2020-10-01,A3220150405,"AQ Lite","Premium 1",1089,Q1,18.9415,20627.2935
2020-10-01,A3220150406,"AQ Lite","Premium 2",760,Q1,20.0066,15205.0160
2020-10-01,A3320150501,"AQ Maxima","Standard 1",279,Q1,20.3908,5689.0332
2020-10-01,A3320150502,"AQ Maxima","Standard 2",567,Q1,21.6988,12303.2196
2020-10-01,A3320150503,"AQ Maxima","Plus 1",197,Q1,20.8733,4112.0401
2020-10-01,A3320150504,"AQ Maxima","Plus 2",522,Q1,22.1341,11554.0002
2020-10-01,A3320150505,"AQ Maxima","Premium 1",561,Q1,23.0844,12950.3484
2020-10-01,A3320150506,"AQ Maxima","Premium 2",988,Q1,23.7678,23482.5864
2020-10-01,A3420150601,"AQ Qwerty","Standard 1",371,Q1,24.5690,9115.0990
2020-10-01,A3420150602,"AQ Qwerty","Standard 2",908,Q1,23.9726,21767.1208
2020-10-01,A3421150603,"AQ Qwerty","Plus 1",272,Q1,26.9507,7330.5904
2020-10-01,A3421150604,"AQ Qwerty","Plus 2",700,Q1,27.4152,19190.6400
2020-10-01,A3421150605,"AQ Qwerty","Premium 1",963,Q1,29.8692,28764.0396
2020-10-01,A3421150606,"AQ Qwerty","Premium 2",773,Q1,29.6709,22935.6057
2020-10-01,A3521150701,"AQ Trigger","Standard 1",183,Q1,29.3872,5377.8576
2020-10-01,A3521150702,"AQ Trigger","Standard 2",888,Q1,30.3414,26943.1632
2020-10-01,A3521150703,"AQ Trigger","Plus 1",819,Q1,31.7665,26016.7635
2020-10-01,A3521150704,"AQ Trigger","Plus 2",718,Q1,33.6246,24142.4628
2020-10-01,A3521150705,"AQ Trigger","Premium 1",165,Q1,34.5114,5694.3810
2020-10-01,A3718150101,"AQ LION x1",Standard,42,Q1,16.5127,693.5334
2020-10-01,A3718150102,"AQ LION x1","Plus 1 ",38,Q1,16.1015,611.8570
2020-10-01,A3718150103,"AQ LION x1","Plus 2",102,Q1,17.5697,1792.1094
2020-10-01,A3718150105,"AQ LION x1",Premium,54,Q1,18.0312,973.6848
2020-10-01,A3818150201,"AQ LION x2",Standard,67,Q1,17.2648,1156.7416
2020-10-01,A3818150202,"AQ LION x2","Plus 1 ",19,Q1,17.5197,332.8743
2020-10-01,A3819150203,"AQ LION x2","Plus 2",96,Q1,18.4533,1771.5168
2020-10-01,A3819150204,"AQ LION x2","Plus 3",51,Q1,21.1942,1080.9042
2020-10-01,A3819150205,"AQ LION x2",Premium,48,Q1,21.6066,1037.1168
2020-10-01,A3920150301,"AQ LION x3",Standard,94,Q1,22.1454,2081.6676
2020-10-01,A3920150302,"AQ LION x3","Plus 1 ",104,Q1,23.1520,2407.8080
2020-10-01,A3920150303,"AQ LION x3","Plus 2",84,Q1,25.4670,2139.2280
2020-10-01,A3920150304,"AQ LION x3","Plus 3",26,Q1,25.0442,651.1492
2020-10-01,A3920150305,"AQ LION x3",Premium,108,Q1,27.4546,2965.0968
2020-10-01,A4020150401,"AQ Mx NB",Standard,32,Q1,26.9302,861.7664
2020-10-01,A4020150402,"AQ Mx NB","Plus 1 ",30,Q1,28.4500,853.5000
2020-10-01,A4021150403,"AQ Mx NB","Plus 2",62,Q1,29.9423,1856.4226
2020-10-01,A4021150404,"AQ Mx NB","Plus 3",82,Q1,28.5800,2343.5600
2020-10-01,A4021150405,"AQ Mx NB",Premium,94,Q1,31.7029,2980.0726
2020-10-01,A4118110105,"AQ Aspiron","Plus Blue",38,Q1,182.8932,6949.9416
2020-10-01,A4118110106,"AQ Aspiron","Plus Red",48,Q1,187.7533,9012.1584
2020-10-01,A4118110107,"AQ Aspiron","Premium Black",44,Q1,195.7721,8613.9724
2020-10-01,A4218110201,"AQ Digit","Standard Grey",48,Q1,200.2732,9613.1136
2020-10-01,A4218110202,"AQ Digit","Standard Blue",48,Q1,215.9341,10364.8368
2020-10-01,A4218110203,"AQ Digit","Standard Red",50,Q1,236.8486,11842.4300
2020-10-01,A4218110204,"AQ Digit","Plus Grey",28,Q1,232.1038,6498.9064
2020-10-01,A4218110205,"AQ Digit","Plus Blue",44,Q1,240.1403,10566.1732
2020-10-01,A4218110206,"AQ Digit","Plus Red",19,Q1,237.0183,4503.3477
2020-10-01,A4218110207,"AQ Digit","Premium Black",37,Q1,249.1303,9217.8211
2020-10-01,A4218110208,"AQ Digit","Premium Misty Green",35,Q1,243.0414,8506.4490
2020-10-01,A4318110301,"AQ Velocity","Standard Grey",45,Q1,264.7000,11911.5000
2020-10-01,A4319110302,"AQ Velocity","Standard Blue",24,Q1,267.2091,6413.0184
2020-10-01,A4319110303,"AQ Velocity","Standard Red",14,Q1,261.2305,3657.2270
2020-10-01,A4319110304,"AQ Velocity","Plus Grey",44,Q1,267.0636,11750.7984
2020-10-01,A4319110305,"AQ Velocity","Plus Blue",36,Q1,277.8079,10001.0844
2020-10-01,A4319110306,"AQ Velocity","Plus Red",38,Q1,275.8194,10481.1372
2020-10-01,A4419110401,"AQ Elite","Standard Grey",30,Q1,271.3471,8140.4130
2020-10-01,A4419110402,"AQ Elite","Standard Blue",12,Q1,281.9504,3383.4048
2020-10-01,A4419110403,"AQ Elite","Standard Red",11,Q1,288.0503,3168.5533
2020-10-01,A4419110404,"AQ Elite","Plus Grey",40,Q1,286.8973,11475.8920
2020-10-01,A4419110405,"AQ Elite","Plus Blue",38,Q1,291.2071,11065.8698
2020-10-01,A4419110406,"AQ Elite","Plus Red",10,Q1,287.5666,2875.6660
2020-10-01,A4419110407,"AQ Elite","Premium Black",21,Q1,287.4934,6037.3614
2020-10-01,A4419110408,"AQ Elite","Premium Misty Green",24,Q1,297.0277,7128.6648
2020-10-01,A4519110501,"AQ Gen X","Standard Grey",9,Q1,311.8396,2806.5564
2020-10-01,A4519110502,"AQ Gen X","Standard Blue",36,Q1,300.3378,10812.1608
2020-10-01,A4519110503,"AQ Gen X","Standard Red",42,Q1,306.9189,12890.5938
2020-10-01,A4520110504,"AQ Gen X","Plus Grey",35,Q1,341.7343,11960.7005
2020-10-01,A4520110505,"AQ Gen X","Plus Blue",26,Q1,325.2156,8455.6056
2020-10-01,A4520110506,"AQ Gen X","Plus Red",24,Q1,325.2561,7806.1464
2020-10-01,A4520110507,"AQ Gen X","Premium Black",15,Q1,322.9426,4844.1390
2020-10-01,A4520110508,"AQ Gen X","Premium Misty Green",43,Q1,327.0930,14064.9990
2020-10-01,A4620110601,"AQ Gen Y","Standard Grey",21,Q1,347.2474,7292.1954
2020-10-01,A4620110602,"AQ Gen Y","Standard Blue",31,Q1,346.6886,10747.3466
2020-10-01,A4620110603,"AQ Gen Y","Standard Red",14,Q1,366.0459,5124.6426
2020-10-01,A4620110604,"AQ Gen Y","Plus Grey",37,Q1,353.0982,13064.6334
2020-10-01,A4620110605,"AQ Gen Y","Plus Blue",14,Q1,349.2525,4889.5350
2020-10-01,A4620110606,"AQ Gen Y","Plus Red",35,Q1,348.5375,12198.8125
2020-10-01,A4620110607,"AQ Gen Y","Premium Black",31,Q1,347.8030,10781.8930
2020-10-01,A4620110608,"AQ Gen Y","Premium Misty Green",11,Q1,363.0630,3993.6930
2020-10-01,A4720110701,"AQ GEN Z","Standard Grey",35,Q1,367.7335,12870.6725
2020-10-01,A4720110702,"AQ GEN Z","Standard Blue",18,Q1,371.4027,6685.2486
2020-10-01,A4721110703,"AQ GEN Z","Standard Red",34,Q1,361.6496,12296.0864
2020-10-01,A4721110704,"AQ GEN Z","Plus Grey",44,Q1,380.2153,16729.4732
2020-10-01,A4721110705,"AQ GEN Z","Plus Blue",36,Q1,377.4069,13586.6484
2020-10-01,A4918110101,"AQ BZ 101","Standard Grey",18,Q1,419.1936,7545.4848
2020-10-01,A4918110102,"AQ BZ 101","Standard Blue",29,Q1,451.4881,13093.1549
2020-10-01,A4918110103,"AQ BZ 101","Premium Black",15,Q1,428.1451,6422.1765
2020-10-01,A4918110104,"AQ BZ 101","Premium Misty Green",33,Q1,460.2805,15189.2565
2020-10-01,A5018110201,"AQ BZ Compact","Standard Grey",16,Q1,451.7049,7227.2784
2020-10-01,A5018110202,"AQ BZ Compact","Standard Blue",11,Q1,462.5568,5088.1248
2020-10-01,A5018110203,"AQ BZ Compact","Standard Red",37,Q1,452.1420,16729.2540
2020-10-01,A5018110204,"AQ BZ Compact","Plus Grey",14,Q1,447.7337,6268.2718
2020-10-01,A5018110205,"AQ BZ Compact","Plus Blue",32,Q1,486.1763,15557.6416
2020-10-01,A5018110206,"AQ BZ Compact","Plus Red",9,Q1,475.5544,4279.9896
2020-10-01,A5018110207,"AQ BZ Compact","Premium Black",32,Q1,475.1904,15206.0928
2020-10-01,A5019110208,"AQ BZ Compact","Premium Misty Green",36,Q1,467.3047,16822.9692
2020-10-01,A5119110301,"AQ BZ Gen Y","Standard Grey",11,Q1,479.0441,5269.4851
2020-10-01,A5119110302,"AQ BZ Gen Y","Standard Blue",22,Q1,474.3132,10434.8904
2020-10-01,A5119110303,"AQ BZ Gen Y","Standard Red",11,Q1,474.3154,5217.4694
2020-10-01,A5119110305,"AQ BZ Gen Y","Plus Blue",36,Q1,483.3813,17401.7268
2020-10-01,A5119110306,"AQ BZ Gen Y","Plus Red",26,Q1,486.4857,12648.6282
